Date,Open,High,Low,Close,Volume,sentiment_polarity,sentiment_subjectivity
2023-03-21,307.94,310.8,306.395,310.34,49729248.0,0.10253214264617773,0.2895598086124402
2023-03-22,310.27,315.25,305.95,306.12,75676164.0,0.046655491698595154,0.3856800766283525
2023-03-23,309.92,314.15,307.01,309.75,74460981.0,0.15609783349366682,0.3893861732403399
2023-03-24,309.32,310.99,306.95,310.89,57245803.0,0.061166164753121276,0.18684813978292242
2023-03-27,311.6,312.7,307.89,308.76,50092407.0,0.057995443856554973,0.48218753674309234
2023-03-28,308.17,308.2,304.774,307.12,48494217.0,0.16188347387566138,0.35875454695767195
2023-03-29,310.88,313.35,310.05,312.72,53274266.0,0.05289351851851851,0.3334069865319866
2023-03-30,315.24,316.32,312.8088,315.68,58344808.0,0.023151678071032928,0.44158683610296523
2023-03-31,315.91,321.17,315.6,320.93,62138097.0,0.07637301587301586,0.2793412698412699
2023-04-03,318.77,320.42,317.4201,320.15,46936839.0,0.18199025184504983,0.3772802945277693
2023-04-04,320.6,321.63,317.8251,319.07,45690384.0,0.08370232683982684,0.31478910533910537
2023-04-05,318.1,319.06,314.07,315.92,62795706.0,0.14945135882635882,0.5044630832130833
2023-04-06,314.24,318.55,312.82,318.05,46916496.0,0.1969768142908875,0.47632476558105846
2023-04-10,315.07,317.92,313.25,317.87,45076856.0,0.08144833651656264,0.30284021173397385
2023-04-11,317.83,317.89,315.31,315.83,40081194.0,0.16858593146471934,0.44869018467503313
2023-04-12,317.82,318.42,312.565,313.04,62703305.0,0.0881995980210266,0.351482683982684
2023-04-13,314.83,319.65,313.63,319.17,54239292.0,0.23593077153110048,0.3576317213488266
2023-04-14,317.59,320.36,315.61,318.57,56257284.0,-0.003332982603815947,0.3340463664421998
2023-04-17,318.15,319.1999,316.04,318.84,42982423.0,0.028445165945165947,0.19256854256854256
2023-04-18,320.99,321.42,317.64,318.86,46743440.0,0.10229599734630694,0.6440364830142584
2023-04-19,316.41,319.79,316.28,318.71,38947027.0,0.1634484858941381,0.4563262542610369
2023-04-20,315.69,319.27,314.97,316.28,62433942.0,-0.1303221844293273,0.291677059712774
2023-04-21,315.91,317.4,314.1,316.61,57992285.0,0.43207010582010585,0.5175628306878307
2023-04-24,316.38,317.7391,313.74,315.95,44042663.0,0.007054596445221448,0.3376542103729604
2023-04-25,314.29,314.97,309.89,309.99,56984444.0,0.08248955722639933,0.45572316207184627
2023-04-26,313.44,314.935,311.34,311.87,55399746.0,-0.006497648442092896,0.3615126396237508
2023-04-27,315.7,320.86,315.05,320.35,65399942.0,0.08385696248196248,0.29201623376623376
2023-04-28,320.11,322.65,318.96,322.56,58050135.0,0.09078309354044649,0.4376729479670656
2023-05-01,322.09,323.63,321.09,322.19,41013386.0,0.17490845959595958,0.49838924963924963
2023-05-02,322.12,322.45,317.61,319.38,56187357.0,0.1276277526821005,0.4512695275738754
2023-05-03,319.75,322.47,317.18,317.29,59840070.0,0.062248196248196254,0.3199336219336219
2023-05-04,317.06,318.23,315.115,316.17,50095020.0,-0.005134565038136469,0.3603603689960833
2023-05-05,318.47,323.76,316.2116,322.89,51739298.0,0.09554093567251462,0.4592105263157895
2023-05-08,322.42,324.04,321.315,323.69,36411796.0,-0.007062910634339203,0.28848770277341707
2023-05-09,322.0,322.88,321.32,321.64,31766800.0,0.001313555725320432,0.32142761650114593
2023-05-10,324.12,326.01,321.6,325.14,60194223.0,0.2022420634920635,0.5294940476190476
2023-05-11,325.7,326.75,324.12,326.2,44107548.0,0.09054598617756512,0.3630514543935597
2023-05-12,326.74,327.17,322.94,325.03,48384836.0,-0.03530092592592593,0.39340277777777777
2023-05-15,325.51,327.03,323.96,326.79,33327559.0,0.07598287294715866,0.45655324503538797
2023-05-16,326.06,328.9025,326.02,327.16,38522551.0,0.06675347222222222,0.4859375000000001
2023-05-17,328.24,331.71,327.04,331.12,47140724.0,-0.11223958333333334,0.48420138888888886
2023-05-18,331.52,337.49,331.5,337.27,64142716.0,0.14575992492956777,0.4682964680821823
2023-05-19,337.49,338.205,335.43,336.51,61460726.0,0.08458302954355586,0.36961297182349817
2023-05-22,336.25,338.67,336.24,337.64,42796348.0,0.005718869365928192,0.360347466259231
2023-05-23,335.89,337.06,333.0,333.36,48166163.0,0.0911722132034632,0.40322157587782587
2023-05-24,331.37,332.905,329.56,331.65,61646669.0,0.10960785562174452,0.4211057440501886
2023-05-25,339.14,341.01,336.665,339.72,66810973.0,0.09921113377363378,0.35130290080290083
2023-05-26,340.76,349.245,340.66,348.4,63006952.0,0.1571120902906617,0.4664260977118119
2023-05-30,352.71,353.93,348.53,349.98,72236456.0,-0.017939814814814815,0.2636574074074074
2023-05-31,348.37,350.6,346.51,347.99,65030878.0,0.17634411719233148,0.3399891774891775
2023-06-01,347.73,353.36,346.66,352.01,50420601.0,0.2023738198983297,0.4379239207256977
2023-06-02,353.8,355.83,352.01,354.65,53249013.0,0.08861630244384254,0.3693471846038691
2023-06-05,354.43,357.495,353.85,354.9,47186938.0,0.09076938560634214,0.3325630187043231
2023-06-06,354.28,355.82,352.93,354.84,41390400.0,0.061773651695526705,0.42552692099567097
2023-06-07,355.13,357.12,348.18,348.82,69191286.0,0.03546296296296297,0.47973544973544974
2023-06-08,349.12,353.62,348.89,353.15,46937922.0,0.04863095238095238,0.47522817460317457
2023-06-09,354.63,357.66,353.03,354.5,53184317.0,0.07550037411148522,0.2821174710063599
2023-06-12,356.19,360.59,355.2,360.49,44708146.0,0.09848484848484847,0.6893939393939394
2023-06-13,363.29,364.11,360.03,363.26,56978304.0,0.12098860946558314,0.43472731386547175
2023-06-14,363.27,366.19,360.42,365.9,69202642.0,0.15567191523073876,0.3885323826500297
2023-06-15,364.61,371.77,363.98,370.26,71066623.0,0.13058333333333333,0.334
2023-06-16,372.72,372.85,367.48,367.93,80826171.0,0.12451599326599327,0.3333754208754209
2023-06-20,365.95,368.32,363.8899,366.9,49064522.0,0.12208249158249158,0.4461561447811448
2023-06-21,365.74,366.18,360.96,361.9,53378256.0,0.0057601911976912015,0.34400081168831165
2023-06-22,360.63,366.33,360.22,366.17,47577843.0,0.20657359307359308,0.4243008658008658
2023-06-23,362.21,364.88,360.8227,362.54,48787911.0,0.20030848780848778,0.35152995152995153
2023-06-26,362.0,364.84,357.59,357.68,52429478.0,0.06189990281827017,0.3505636540330418
2023-06-27,359.25,364.57,358.51,363.83,49443443.0,0.13674733445566778,0.44316358024691355
