Date,Open,High,Low,Close,Volume,sentiment_polarity,sentiment_subjectivity
2023-03-21,98.14,100.845,98.0,100.61,58237275.0,0.17938249078744947,0.3841824532217094
2023-03-22,100.45,102.1,98.61,98.7,57367105.0,0.08579570506653839,0.3468215889049222
2023-03-23,100.43,101.06,97.62,98.71,57472010.0,0.2458627344877345,0.5325988455988455
2023-03-24,98.065,98.3,96.4,98.13,56138401.0,0.11142080142080142,0.3185470547970548
2023-03-27,99.07,99.34,97.08,98.04,46704796.0,0.1457687913937914,0.4716394253894254
2023-03-28,98.11,98.44,96.29,97.24,38720050.0,0.11201341289882956,0.32964318282026617
2023-03-29,98.69,100.4218,98.56,100.25,49783279.0,0.11914152715844444,0.4001260049474335
2023-03-30,101.55,103.04,101.01,102.0,53633398.0,0.11280942932728646,0.3005763416477702
2023-03-31,102.16,103.49,101.95,103.29,56700317.0,0.22731806156806159,0.5097183742183742
2023-04-03,102.3,103.29,101.43,102.41,41135733.0,0.22698786157024795,0.3551160816771612
2023-04-04,102.75,104.2,102.11,103.95,48662496.0,0.05830498866213152,0.23639455782312926
2023-04-05,103.91,103.91,100.7506,101.1,45175393.0,0.15392333949351494,0.387161696328363
2023-04-06,100.75,102.3817,99.8008,102.06,43808020.0,0.1756338220918866,0.38020406135083556
2023-04-10,100.96,102.2,99.57,102.17,37261185.0,0.10127159956825028,0.362517978831376
2023-04-11,100.8,101.0,99.01,99.92,60028547.0,0.13355132311571705,0.4132552254143163
2023-04-12,100.4,100.51,97.705,97.83,56735007.0,0.1769549591722211,0.37877832319796606
2023-04-13,98.95,102.57,98.71,102.4,67925138.0,0.15390756337775877,0.5263471647821727
2023-04-14,102.07,103.2013,101.11,102.51,51175522.0,0.06859687240369058,0.26116397281170006
2023-04-17,103.16,103.73,101.59,102.74,39919457.0,0.12405027162380104,0.42519406247347424
2023-04-18,103.95,104.2,101.52,102.3,39790518.0,0.24374098124098126,0.4227212602212602
2023-04-19,101.58,105.12,101.39,104.3,58398890.0,0.1296792328042328,0.4263227513227514
2023-04-20,103.53,105.25,103.21,103.81,57696866.0,0.023539791337410385,0.4706686880139261
2023-04-21,106.1,108.15,105.08,106.96,86734185.0,0.13419381787802842,0.3733013404723931
2023-04-24,107.655,109.23,105.07,106.21,69572310.0,0.17079837545966578,0.351377065586743
2023-04-25,104.91,105.45,102.45,102.57,65026818.0,0.07637310940088718,0.3546594583400139
2023-04-26,105.04,106.62,104.1,104.98,73783977.0,0.11894804256763844,0.45974568568788493
2023-04-27,108.16,110.86,106.8,109.82,149900667.0,0.14291591124924458,0.4164904578446245
2023-04-28,107.73,109.48,104.33,105.45,130715946.0,0.09400889046031313,0.47695082817816126
2023-05-01,104.95,105.23,101.82,102.05,74659196.0,0.09412755968311524,0.3410375131555687
2023-05-02,101.47,103.9,101.15,103.63,73458850.0,0.17854037872458925,0.422259537733222
2023-05-03,103.735,105.96,103.28,103.65,65051925.0,0.22753983938766548,0.4754520358868185
2023-05-04,104.04,105.39,103.3117,104.0,45345523.0,0.19914367598891408,0.35847537163013354
2023-05-05,104.27,105.76,103.55,105.655,56951644.0,0.2548472222222222,0.5033194444444444
2023-05-08,105.04,106.095,104.7001,105.83,49412909.0,0.14489795918367346,0.327891156462585
2023-05-09,105.48,106.79,105.1567,106.62,44089359.0,0.1082253204312028,0.31734381631440456
2023-05-10,108.1,110.67,108.05,110.19,78627441.0,0.06940896857851875,0.36733083429450214
2023-05-11,111.03,113.28,110.49,112.18,74924841.0,0.025967261904761903,0.36125992063492063
2023-05-12,112.16,112.64,109.3185,110.26,49852671.0,0.20577876984126983,0.3684027777777778
2023-05-15,111.15,112.29,109.25,111.2,52461045.0,0.12194588091646916,0.3872484378366731
2023-05-16,111.05,114.7899,111.05,113.4,71340708.0,0.11017389777599294,0.45043327785692844
2023-05-17,114.89,115.83,114.22,115.5,65648177.0,0.07869465329991646,0.5138192071086808
2023-05-18,116.69,118.6,116.335,118.15,73173987.0,0.2968930632859204,0.5429728578300007
2023-05-19,118.16,118.31,115.7,116.25,55056307.0,0.21576904924649284,0.43233484143258577
2023-05-22,116.77,116.77,114.25,115.01,70720123.0,0.1562987012987013,0.34441002284752287
2023-05-23,114.27,117.14,113.78,114.99,67576262.0,0.23873697916666667,0.34342447916666663
2023-05-24,115.35,117.34,115.02,116.75,63453438.0,0.0731688912938913,0.3236997204184704
2023-05-25,116.63,116.87,114.31,115.0,66496681.0,0.08862204635642137,0.39269301878676877
2023-05-26,116.04,121.5,116.02,120.11,96779889.0,0.08559867084088538,0.3701334651507662
2023-05-30,122.37,122.92,119.855,121.66,64297208.0,0.09512626718119142,0.46275692531374346
2023-05-31,121.45,122.04,119.17,120.58,72800787.0,0.1630317599067599,0.32233495670995665
2023-06-01,120.69,123.49,119.93,122.77,54375131.0,0.13244785127090322,0.3920288992813344
2023-06-02,124.92,126.39,124.015,124.25,61264414.0,0.09894269214515468,0.37646330411181916
2023-06-05,123.36,125.8,123.03,125.3,47927308.0,0.10065653913080383,0.4359108864991218
2023-06-06,125.07,127.4,125.0,126.61,45692396.0,0.14374799259879906,0.3227554232157727
2023-06-07,127.01,127.365,120.63,121.23,95463275.0,0.11529382654382656,0.3358790283790284
2023-06-08,123.01,125.625,122.2579,124.25,62146312.0,0.10552560467075865,0.4099779361724561
2023-06-09,124.08,125.8,123.19,123.43,51392018.0,0.12706615914949249,0.385638497305164
2023-06-12,124.02,126.78,123.53,126.57,51473276.0,0.14191867334054833,0.33226727092352093
2023-06-13,128.12,128.41,125.18,126.66,50549345.0,0.09887892316017316,0.4517410037878788
2023-06-14,126.7,126.95,124.12,126.42,52422463.0,0.19153940195606864,0.4609587942921276
2023-06-15,125.21,127.69,124.32,127.11,60458471.0,0.13977745268600247,0.3535002610624905
2023-06-16,127.71,127.9,125.3,125.49,84247054.0,0.14404112853905096,0.46156757024139294
2023-06-20,124.97,127.25,124.5,125.78,56769122.0,0.1704106672313194,0.31935207003141786
2023-06-21,125.64,126.73,123.85,124.83,52137670.0,-0.02212797619047619,0.4706944444444444
2023-06-22,125.31,130.33,125.14,130.15,90354572.0,0.09545614771773417,0.37547994480926744
2023-06-23,129.11,130.84,128.28,129.33,71917746.0,0.04829135510953693,0.5063147710874983
2023-06-26,129.33,131.49,127.1,127.33,59989317.0,0.09764845423936333,0.39869659801477986
2023-06-27,128.63,130.085,127.55,129.18,46801099.0,0.1811954953259301,0.39211070330635545
2023-06-28,128.94,131.48,128.44,129.04,52149512.0,0.1148830789093947,0.3882112098427888
2023-06-29,128.77,129.26,127.255,127.9,40760959.0,0.11229173786739576,0.3681864580959976
2023-06-30,129.47,131.245,128.95,130.36,54327974.0,0.16399911816578483,0.5119929453262786
2023-07-03,130.82,131.85,130.065,130.22,28264785.0,0.229489898989899,0.441877056970807
2023-07-05,130.24,131.4,129.64,130.38,35895409.0,0.17427260171745465,0.4215501412054721
2023-07-06,128.25,128.73,127.37,128.36,40697848.0,0.22531297406297404,0.3981187793687794
2023-07-07,128.59,130.97,128.1294,129.78,41992251.0,0.26114807850101973,0.47458117590470533
2023-07-10,129.07,129.28,125.915,127.13,61889289.0,0.08345821183171012,0.29767188868054145
2023-07-11,127.75,129.77,127.35,128.78,49951460.0,0.16276228707194973,0.4446372112822342
2023-07-12,130.31,131.26,128.83,130.8,53922847.0,0.17936911820063994,0.40061962795658446
2023-07-13,134.04,134.67,132.71,134.3,61166283.0,0.14639988372242838,0.36862328643578646
2023-07-14,134.06,136.65,134.06,134.68,54466090.0,0.17185094384073976,0.31826376925228966
2023-07-17,134.56,135.62,133.21,133.56,48450198.0,0.12052102659245516,0.2969256338899196
2023-07-18,132.71,133.86,131.355,132.83,54969133.0,0.23091201126915414,0.5085491393527107
2023-07-19,133.39,135.99,132.53,135.36,54390507.0,0.20660091171454809,0.5622851895579168
2023-07-20,134.07,134.7915,129.33,129.96,59782329.0,0.12411667697381981,0.46004122861265717
2023-07-21,131.34,131.37,128.415,130.0,133282294.0,0.1615838109935332,0.45261463844797173
2023-07-24,130.305,131.66,128.35,128.8,45670858.0,0.08538199454866122,0.34708886248101933
2023-07-25,129.31,129.58,128.53,129.13,39219663.0,0.014458874458874468,0.3843446368446368
2023-07-26,126.51,129.08,126.11,128.15,53910087.0,0.17337143759018758,0.4386805555555555
2023-07-27,131.0,132.63,127.79,128.25,52610661.0,0.20472581785904156,0.4981442835307967
2023-07-28,129.69,133.01,129.33,132.21,46269781.0,0.13698232323232323,0.46999398749398746
2023-07-31,133.2,133.87,132.38,133.68,41901516.0,0.11623793543201438,0.39406241297688666
2023-08-01,133.55,133.69,131.6199,131.69,42250989.0,0.10268533549783548,0.5088454089769879
2023-08-02,130.154,130.23,126.82,128.21,50988614.0,0.1179753787878788,0.40745202020202015
2023-08-03,127.48,129.84,126.41,128.91,90855736.0,0.07432907240743737,0.3962252299038738
2023-08-04,141.06,143.63,139.32,139.57,153091370.0,0.12287983585568127,0.40780424158025086
2023-08-07,140.99,142.54,138.95,142.22,71213112.0,0.10745186699874198,0.4169315048377548
2023-08-08,140.62,140.84,138.42,139.94,51706497.0,0.08120499292374292,0.34013576701076703
2023-08-09,139.97,140.32,137.1,137.85,49910149.0,0.11450176366843033,0.3930210838544172
2023-08-10,139.075,140.41,137.49,138.56,58804832.0,0.1762385816068852,0.4781251046820243
2023-08-11,137.4,139.33,137.0,138.41,42905833.0,0.025321530321530332,0.32772995522995524
2023-08-14,138.3,140.59,137.75,140.57,47148699.0,0.02637394351680066,0.40376443001443
2023-08-15,140.05,141.2778,137.23,137.67,42781521.0,0.1935585446299732,0.42565364529650246
2023-08-16,137.19,137.27,135.01,135.07,41675903.0,0.0974576512811807,0.31046231546231545
2023-08-17,135.46,136.085,133.53,133.98,48354085.0,0.13494342667136786,0.38757573309043897
2023-08-18,131.62,134.065,131.15,133.22,48497595.0,0.1690109533712475,0.5865106757349404
2023-08-21,133.74,135.185,132.71,134.68,41442483.0,0.22957194601133996,0.3662244013001589
2023-08-22,135.08,135.65,133.73,134.25,32935104.0,0.13612221151638765,0.5006016071996185
2023-08-23,134.5,135.95,133.22,135.52,42786043.0,0.21234189723320157,0.38485083756822885
2023-08-24,136.4,136.775,131.83,131.84,43646250.0,0.09479824795743451,0.4812649992208197
2023-08-25,132.47,133.87,130.58,133.26,44147451.0,0.0988645652593021,0.3702255113307745
2023-08-28,133.78,133.95,131.85,133.14,33956210.0,0.2214479983229983,0.4859746840996841
2023-08-29,133.38,135.14,133.25,134.91,38646093.0,0.1644433465085639,0.5132401656314699
2023-08-30,134.93,135.68,133.92,135.07,36130015.0,0.11543338143338143,0.4463795093795094
2023-08-31,135.06,138.7885,135.0,138.01,58431314.0,0.19966811447811447,0.4249033621933622
2023-09-01,139.455,139.96,136.875,138.12,40986536.0,0.1465121806298277,0.47211749851455737
2023-09-05,137.73,137.8,135.82,137.27,40627738.0,0.14623765123765126,0.3860728507603508
2023-09-06,136.32,137.45,134.61,135.36,41785507.0,0.1177919672919673,0.3591019721019721
2023-09-07,133.9,138.03,133.16,137.85,48498912.0,-0.008722416665124993,0.4363772213511797
2023-09-08,136.86,138.8519,136.75,138.23,38365929.0,0.09196550290770215,0.45805465707016463
2023-09-11,138.75,143.62,138.64,143.1,56755075.0,0.046400178253119435,0.42795694799658995
2023-09-12,142.32,143.0,140.61,141.23,42668452.0,0.10017261904761904,0.3909634920634921
2023-09-13,140.95,144.98,140.865,144.85,60463535.0,0.13074188421006602,0.3441455944728672
2023-09-14,145.08,145.86,142.95,144.72,64033607.0,0.15261824231424956,0.4622448165869219
2023-09-15,142.69,143.57,140.09,140.39,102709327.0,0.09464969994731899,0.4417625584292251
2023-09-18,140.48,141.75,139.22,139.98,42823480.0,0.1666404428904429,0.43023018648018646
2023-09-19,138.7,138.84,135.56,137.63,61306070.0,-0.01677498958599437,0.46687627364660855
2023-09-20,138.55,139.37,135.2,135.29,46263716.0,0.11211742638126036,0.3872630098272391
2023-09-21,131.94,132.24,129.31,129.33,70343342.0,0.1671756440897066,0.452185940506253
