Open,High,Low,Close,Volume,sentiment_polarity,sentiment_subjectivity,SMA_10,SMA_20,EMA_10,EMA_20,RSI,MACD,MACD_Signal
222.505,225.36,221.62,224.19,26835503.0,0.14887944857491456,0.516479280544225,223.82199999999997,225.411,223.26676169740284,221.9699179897168,44.36053277377398,2.6946894663610976,4.041139823896639
226.78,228.835,224.84,227.61,30642142.0,0.14887944857491456,0.516479280544225,224.254,225.76399999999998,224.05644138878415,222.50706865736282,50.169322592672934,2.843255287058355,3.8015629165289826
227.9,228.381,221.46,222.11,27493439.0,0.14887944857491456,0.516479280544225,223.973,225.51799999999997,223.70254295445977,222.46925259475685,37.79330936131927,2.4885048014273536,3.538951293508657
223.185,223.52,220.2,222.13,23973727.0,0.14887944857491456,0.516479280544225,223.68,225.32,223.41662605364888,222.43694282382765,39.40318252714861,2.183802799278567,3.267921594662639
221.46,221.71,216.5,218.94,34893901.0,0.14887944857491456,0.516479280544225,222.669,225.01500000000001,222.60269404389453,222.1039006501298,47.750550441124524,1.6657165833582326,2.947480592401758
218.06,219.4,216.47,218.46,26482787.0,0.14887944857491456,0.516479280544225,221.81,224.425,221.8494769450046,221.75686249297456,42.64390505590406,1.202535455974953,2.5984915651163973
220.44,221.82,216.2,217.76,24179843.0,0.14887944857491456,0.516479280544225,221.211,223.8645,221.10593568227648,221.37620892221508,38.77741244878453,0.7700996957062785,2.232813191234374
222.83,223.57,220.75,223.35,28976325.0,0.14887944857491456,0.516479280544225,221.416,223.65900000000002,221.513947376408,221.56418902486126,47.71082548991816,0.868446610644412,1.9599398751163817
224.42,224.65,220.31,220.66,23244601.0,0.14887944857491456,0.516479280544225,221.54299999999998,223.0455,221.35868421706107,221.47807578439827,38.36336929023106,0.7210153148193967,1.7121549630569848
225.84,226.51,223.08,225.94,41150861.0,0.14887944857491456,0.516479280544225,222.115,222.78500000000003,222.19165072304997,221.90302094778892,48.58884616720451,1.0184863472662755,1.573421239898843
228.9,231.78,226.94,230.71,38546635.0,0.14887944857491456,0.516479280544225,222.767,223.29450000000003,223.74044150067726,222.7417808575233,58.5293916810911,1.6204538359666003,1.5828277591123947
232.02,235.44,231.19,235.01,39989540.0,0.14887944857491456,0.516479280544225,223.507,223.88049999999998,225.78945213691773,223.91018268061634,66.07266295387379,2.416634018441613,1.7495890109782386
234.1,235.52,231.51,235.42,25806969.0,0.14887944857491456,0.516479280544225,224.83799999999997,224.4055,227.54046083929632,225.0063557586529,69.47749762612474,3.045588474586509,2.0087889036998927
234.5,236.4,232.93,234.85,25152327.0,0.14887944857491456,0.516479280544225,226.10999999999999,224.89500000000004,228.86946795942424,225.94384568640024,67.88943628143537,3.4581814134512,2.2986674056501544
226.21,235.61,225.86,235.42,48066616.0,0.14887944857491456,0.516479280544225,227.75799999999998,225.2135,230.06047378498346,226.84633657340973,64.97730302261289,3.787498600157676,2.5964336445516585
234.29,241.77,233.98,238.15,40602972.0,0.14887944857491456,0.516479280544225,229.727,225.7685,231.5312967331683,227.92287594737073,64.32062770410901,4.220126041592607,2.921172123959848
239.015,240.39,236.15,237.07,25462713.0,0.14887944857491456,0.516479280544225,231.658,226.43449999999999,232.53833369077404,228.79403061904972,73.10064782553827,4.424832714607533,3.2219042420893853
237.14,237.95,232.22,234.64,30915880.0,0.14887944857491456,0.516479280544225,232.78699999999998,227.1015,232.92045483790602,229.35078960771165,67.97927704196954,4.340943837743339,3.445712161220176
236.5,240.29,236.41,237.68,35145220.0,0.14887944857491456,0.516479280544225,234.48899999999998,228.01600000000002,233.78582668555947,230.14404774031055,77.04962243952902,4.4682566112799975,3.6502210512321405
234.06,239.25,232.9,237.42,36318419.0,0.14887944857491456,0.516479280544225,235.637,228.87600000000003,234.44658547000319,230.83699557456669,77.5420951310478,4.49634204226993,3.8194452494396987
239.01,242.52,238.03,242.06,27913094.0,0.14887944857491456,0.516479280544225,236.772,229.76949999999997,235.8308426572753,231.9058531388937,81.6735885445714,4.8372483823073935,4.023005876013238
237.02,238.32,235.2,236.17,37674254.0,0.14887944857491456,0.516479280544225,236.888,230.1975,235.89250762867977,232.31196236376095,66.58042079343267,4.579357356612462,4.134276172133084
238.01,239.6599,236.01,238.83,60426658.0,0.14887944857491456,0.516479280544225,237.22899999999998,231.0335,236.426597150738,232.93272785292658,73.51796455471121,4.537313306776099,4.214883599061687
232.5,234.81,228.06,229.15,74098693.0,0.14887944857491456,0.516479280544225,236.65900000000002,231.38450000000003,235.10357948696742,232.57246805740976,53.72993836348741,3.6804718055450394,4.108001240358358
230.545,233.92,229.2,233.14,33095056.0,0.14887944857491456,0.516479280544225,236.43099999999998,232.09449999999998,234.7465650347915,232.62651871860885,52.875722124021046,3.2855051387053607,3.9435020200277586
231.92,233.44,230.13,232.76,23445535.0,0.14887944857491456,0.516479280544225,235.892,232.80949999999999,234.38537139210212,232.63923122159846,47.064944980192294,2.908303275640577,3.7364622711503226
230.46,231.18,228.16,228.93,31800297.0,0.14887944857491456,0.516479280544225,235.07800000000003,233.36800000000002,233.39348568444717,232.28597110525575,42.22753075004962,2.274104627648086,3.4439907424498752
228.85,230.42,227.52,230.37,30089455.0,0.14887944857491456,0.516479280544225,234.65099999999998,233.719,232.84376101454768,232.10349766665996,44.74423682732721,1.8661814176522853,3.1284288774903577
229.2,229.89,227.23,228.68,25216968.0,0.14887944857491456,0.516479280544225,233.75100000000003,234.11999999999998,232.0867135573572,231.7774502698352,42.29536826394252,1.3905016215854857,2.7808434263093833
228.82,229.3,223.72,226.65,39871733.0,0.14887944857491456,0.516479280544225,232.67399999999998,234.1555,231.09822018329226,231.28912167270806,36.64032265417017,0.8400345264153373,2.392681646330574
225.52,226.83,223.71,226.63,27170091.0,0.14887944857491456,0.516479280544225,231.131,233.95149999999998,230.28581651360275,230.84539579911683,37.565494856671585,0.39758840311773724,1.9936629976880067
224.775,225.13,221.81,222.88,29366442.0,0.14887944857491456,0.516479280544225,229.802,233.34500000000003,228.93930442022042,230.0867866753914,36.42031155001477,-0.2527336410968246,1.5443836699310405
223.28,223.31,214.74,216.58,52668920.0,0.14887944857491456,0.516479280544225,227.577,232.40300000000002,226.69215816199852,228.80042603963986,27.341057070988015,-1.2619291613094106,0.9831211036829504
217.45,217.715,212.42,212.71,41892067.0,0.14887944857491456,0.516479280544225,225.933,231.296,224.14994758708968,227.2680045120551,25.373722239742676,-2.34694640180291,0.3171076025857783
211.63,213.34,204.16,212.8,58205432.0,0.14887944857491456,0.516479280544225,223.89900000000003,230.16500000000002,222.08632075307335,225.8900993204308,17.930726632394283,-3.1631058192630235,-0.37893508178398205
214.94,218.16,213.09,214.35,38321559.0,0.14887944857491456,0.516479280544225,222.058,228.975,220.67971697978726,224.79104224229454,23.570728440159925,-3.642853444688882,-1.0317187543649622
218.35,219.97,208.37,208.74,39204923.0,0.14887944857491456,0.516479280544225,220.039,227.5585,218.50885934709868,223.2623715525522,15.984620760011467,-4.424731459541732,-1.7103212954003162
208.65,212.62,206.99,212.28,50811318.0,0.14887944857491456,0.516479280544225,218.23000000000002,226.44050000000001,217.376339465808,222.21643140469007,27.855069835364148,-4.704496497280729,-2.309156335776399
213.352,214.01,202.55,205.02,42216086.0,0.14887944857491456,0.516479280544225,215.86399999999998,224.80749999999998,215.12973229020653,220.57867603281483,16.00579729010728,-5.449218432862182,-2.9371687551935555
200.11,206.8,197.432,203.8,60105535.0,0.14887944857491456,0.516479280544225,213.579,223.1265,213.06978096471443,218.98070688683248,15.687198587185264,-6.067912616775146,-3.5633175275098736
204.8,209.98,203.26,208.36,37499761.0,0.14887944857491456,0.516479280544225,211.752,221.4415,212.21345715294814,217.96921099284842,26.042386103111895,-6.119733842156791,-4.074600790439257
204.4,205.77,198.3015,200.7,46651586.0,0.14887944857491456,0.516479280544225,209.53400000000002,219.66800000000003,210.12010130695757,216.32452423162476,19.81688143567972,-6.701648091761712,-4.600010250703749
199.49,202.2653,192.53,199.25,57576916.0,0.14887944857491456,0.516479280544225,207.80100000000002,217.68900000000002,208.14371925114708,214.69837906670813,19.91412228996701,-7.1968612720303895,-5.119380454969077
195.6,196.73,190.85,194.54,60847419.0,0.14887944857491456,0.516479280544225,205.984,215.95850000000002,205.6703157509385,212.77853344130736,18.879622711480536,-7.878559789083852,-5.671216321792032
193.9,200.18,193.4,196.59,50679299.0,0.14887944857491456,0.516479280544225,204.363,214.131,204.01934925076785,211.23676835165904,21.98805841415856,-8.15933714815327,-6.168840487064281
200.72,201.52,195.29,198.89,40662812.0,0.14887944857491456,0.516479280544225,202.817,212.4375,203.08674029608275,210.06088565150105,27.007851675102074,-8.102859726932422,-6.555644335037909
198.165,198.8799,191.82,193.89,39427497.0,0.14887944857491456,0.516479280544225,201.332,210.6855,201.41460569679495,208.52080130373903,27.698046239971518,-8.365131152164707,-6.917541698463269
197.41,198.65,195.32,197.95,37437223.0,0.14887944857491456,0.516479280544225,199.89899999999997,209.0645,200.78467738828678,207.51405832243054,35.54640623482787,-8.151410688718073,-7.164315496514231
198.77,199.0,194.3247,195.74,45082716.0,0.14887944857491456,0.516479280544225,198.971,207.41750000000002,199.8674633176892,206.39271943458002,33.96012644900769,-8.067368608368469,-7.344926118885079
192.52,194.0,189.38,192.82,38102136.0,0.14887944857491456,0.516479280544225,197.873,205.72599999999997,198.5861063508366,205.10007948842954,30.265803414825882,-8.14252232195929,-7.504445359499922
193.38,195.965,191.96,195.54,38627700.0,0.14887944857491456,0.516479280544225,196.59099999999998,204.17149999999998,198.03226883250267,204.18959572762674,37.2241478680203,-7.891631102442602,-7.581882508088459
193.07,199.32,192.3,194.95,38321306.0,0.14887944857491456,0.516479280544225,196.01600000000002,202.775,197.47185631750216,203.30963422975753,32.21103570202217,-7.65219631675356,-7.595945269821479
